,stocks,dates,BasicEPS,DilutedEPS,CashEPS,DivPS,OpRev,NPS,ROCE,NPMargin,ROA,ROE2Networth,EntValue,EntValuePerNetSales,Price2Book,Price2Sales,RetentionRatios,EarningYield,AssetTurnRatio,EVPerEBITDA,PBDITMargin
897,SUNTV,Mar 17,11.75,11.75,17.80,2.50,255.43,11.75,18.27,4.59,9.45,23.17,21581.95,1.78,8.51,1.69,78.71,0.03,55.14,15.75,73.33
898,SUNTV,Mar 16,10.30,494.23,15.27,2.50,233.73,10.30,18.55,4.40,9.88,24.98,16054.82,1.45,7.83,1.38,64.55,0.03,58.81,16.34,73.58
899,SUNTV,Mar 15,7.32,7.32,10.55,1.90,212.55,7.32,14.73,3.44,7.55,21.14,13444.11,1.33,7.62,1.24,74.04,0.03,63.92,7.81,74.78
900,TVSMOTOR,Mar 14,5.51,5.51,8.28,1.40,167.58,5.51,12.85,3.28,7.33,18.48,5020.78,0.63,3.27,0.58,74.57,0.06,62.48,9.80,75.86
901,TVSMOTOR,Mar 13,2.44,2.44,5.19,1.20,148.71,2.44,6.22,1.64,3.71,9.47,2070.11,0.29,1.26,0.22,50.85,0.08,60.27,10.39,70.19
902,TVSMOTOR,Mar 12,5.24,5.24,7.72,1.30,149.99,5.24,13.87,3.49,7.93,21.30,2650.34,0.37,1.67,0.27,75.19,0.13,56.76,10.77,76.82
903,TVSMOTOR,Mar 22,40.96,40.96,73.10,20.70,231.14,40.96,14.01,17.72,7.92,11.90,35438.31,5.38,3.57,5.31,0.00,0.03,60.74,8.17,83.92
904,TVSMOTOR,Mar 21,33.78,33.78,67.91,14.00,218.43,33.78,12.03,15.46,6.78,10.61,30611.58,4.92,3.34,4.86,88.15,0.03,164.26,19.09,8.72
905,TVSMOTOR,Mar 20,7.33,7.33,41.62,4.00,201.77,7.33,8.28,3.63,1.54,2.53,7025.95,1.22,0.81,1.16,32.70,0.03,175.58,11.37,8.39
906,TVSMOTOR,Mar 19,-15.52,-15.52,15.74,4.50,189.09,-15.52,4.80,-8.20,-3.50,-5.39,17660.39,3.28,2.14,3.25,134.68,-0.03,217.57,16.57,7.91
907,TVSMOTOR,Mar 18,9.36,9.36,38.49,4.50,179.68,9.36,2.76,5.20,2.06,3.02,17606.65,3.44,2.01,3.46,22.81,0.02,210.73,23.81,8.42
908,TVSMOTOR,Mar 17,24.20,24.20,51.03,6.00,177.83,24.20,6.81,13.61,5.24,7.45,21221.01,4.19,2.22,4.06,78.61,0.03,205.52,20.94,8.49
909,TVSMOTOR,Mar 16,13.78,13.78,39.85,4.30,168.08,13.78,4.02,8.19,3.13,4.41,11456.23,2.39,1.22,2.27,49.29,0.04,224.23,17.57,8.22
910,TATACOMM,Mar 15,23.67,23.67,48.90,5.50,151.56,23.67,7.40,15.61,5.74,8.07,12364.16,2.86,1.44,2.78,76.76,0.06,219.32,21.11,6.30
911,TATACOMM,Mar 14,19.03,19.03,42.90,4.50,153.56,19.03,5.98,12.39,4.74,6.87,9138.13,2.09,1.11,1.99,76.35,0.06,223.35,9.88,6.38
912,TATACOMM,Mar 13,16.68,16.68,43.43,3.00,154.95,16.68,5.49,10.76,4.44,6.32,7112.23,1.61,0.89,1.51,82.00,0.07,226.49,4.78,6.12
913,TATACOMM,Mar 21,2.49,2.49,4.98,1.55,19.34,2.88,7.41,14.90,2.14,5.45,51600.14,8.35,1.95,5.34,54.50,0.03,226.91,5.40,6.89
914,TATACOMM,Mar 20,-0.08,-0.08,3.08,1.55,28.56,0.55,10.82,1.91,0.39,1.07,24744.63,3.20,0.65,1.15,-137.63,0.02,44.74,14.09,38.16
915,TATACOMM,Mar 19,5.90,5.90,8.88,1.30,30.52,6.54,11.09,21.42,4.63,12.46,35348.63,4.28,1.41,2.42,80.09,0.09,43.84,13.56,36.27
916,TATACOMM,Mar 18,-12.05,-12.05,-9.20,1.30,27.86,-11.65,12.25,-41.80,-8.63,-24.25,33856.06,4.49,1.65,2.85,112.24,-0.15,42.62,4.01,30.47
917,TATACOMM,Mar 17,1.06,1.06,3.71,1.30,25.60,1.47,9.15,5.74,0.97,2.39,35563.74,5.14,1.48,3.54,4.01,0.02,42.72,13.40,24.46
918,TATACOMM,Mar 16,4.59,4.59,7.24,1.30,32.15,5.01,11.74,15.58,3.91,8.82,27931.35,3.21,1.14,2.01,74.02,0.08,39.68,11.05,31.12
919,TATACOMM,Mar 15,3.30,3.30,5.86,1.30,32.08,3.74,3.70,11.64,3.01,6.42,31135.15,3.59,1.33,2.40,65.15,0.05,38.55,18.04,23.20
920,TATAPOWER,Mar 14,3.50,3.50,6.49,1.25,36.35,4.02,4.15,11.05,3.12,7.26,28813.24,3.34,1.53,2.33,64.52,0.05,38.25,8.17,29.26
921,TATAPOWER,Mar 13,3.44,3.44,5.85,1.15,40.31,4.32,4.35,10.71,3.64,8.35,32090.16,3.35,1.87,2.39,73.34,0.04,36.81,7.28,39.32
922,TATAPOWER,Mar 12,4.93,4.93,7.33,1.25,35.80,4.93,5.48,13.76,4.65,9.78,30480.49,3.59,2.00,2.82,74.61,0.05,38.32,6.25,33.40
923,TATAPOWER,Mar 21,32.00,32.00,47.32,3.00,223.33,32.26,13.74,14.44,6.70,13.52,26624.17,5.05,4.21,4.49,90.69,0.03,41.26,5.15,31.25
924,TATAPOWER,Mar 20,25.00,25.00,38.89,2.50,227.86,25.51,11.00,11.19,5.98,12.22,14660.24,2.73,2.46,2.26,78.42,0.05,14.41,16.83,49.60
925,TATAPOWER,Mar 19,21.00,21.00,34.14,3.00,218.43,21.47,12.47,9.83,6.23,11.34,18669.23,3.63,3.89,3.37,86.01,0.03,20.53,7.06,45.35
926,TATAPOWER,Mar 18,23.00,23.00,35.99,3.00,187.03,23.58,10.60,12.61,7.83,13.74,18159.62,4.12,4.27,3.92,87.26,0.03,21.64,10.22,41.89
927,TATAPOWER,Mar 17,27.00,27.00,39.22,3.00,165.88,27.27,19.11,16.43,9.26,17.35,16959.66,4.29,4.26,4.04,0.00,0.04,20.64,9.61,46.75
928,TATAPOWER,Mar 16,23.00,23.00,34.66,3.00,151.02,23.45,10.07,15.52,7.94,18.05,11204.21,3.12,3.08,2.65,87.19,0.06,16.95,10.96,46.87
929,TATAPOWER,Mar 15,10.00,10.00,20.67,1.50,153.08,10.18,4.30,6.64,3.42,9.16,9449.54,2.59,2.74,1.99,85.24,0.03,25.12,7.22,44.45
930,RAMCOCEM,Mar 14,6.00,6.00,18.66,1.00,154.77,5.79,2.66,3.73,2.00,5.54,7313.98,1.99,2.06,1.39,82.69,0.03,25.85,9.92,36.16
931,RAMCOCEM,Mar 13,17.00,17.00,28.75,3.00,160.96,16.96,8.30,10.53,6.23,17.02,7924.78,2.07,2.53,1.57,82.28,0.07,28.24,9.78,34.15
932,RAMCOCEM,Mar 12,16.00,16.00,26.85,2.50,136.84,16.18,8.45,11.82,6.35,18.78,5716.18,1.76,1.78,1.12,84.52,0.11,34.05,11.69,28.69
933,RAMCOCEM,Mar 21,27.57,27.57,52.12,11.00,245.03,27.57,12.68,11.25,5.81,12.92,26248.62,2.23,1.99,1.73,80.04,0.07,33.82,11.01,32.58
934,RAMCOCEM,Mar 20,25.76,25.76,51.36,11.60,279.68,25.76,13.32,9.21,5.41,13.47,20478.97,1.52,1.46,1.00,35.56,0.09,46.43,16.82,30.03
935,RAMCOCEM,Mar 19,18.50,18.50,42.70,5.00,270.02,18.50,10.31,6.85,3.73,9.95,20368.73,1.57,1.38,0.95,72.97,0.07,53.43,12.59,21.68
936,RAMCOCEM,Mar 18,19.18,19.18,42.30,5.00,238.21,19.18,4.68,8.05,4.17,11.98,19243.67,1.68,1.43,0.96,88.52,0.08,63.46,17.70,20.49
937,RAMCOCEM,Mar 17,9.00,9.00,29.58,2.20,207.26,9.00,2.38,4.34,2.09,6.28,19086.67,1.92,1.62,1.12,0.00,0.04,62.14,15.98,25.78
938,RAMCOCEM,Mar 16,18.71,18.71,37.42,4.50,242.64,18.71,5.08,7.71,4.61,13.92,18379.47,1.58,1.71,0.95,67.96,0.08,56.35,13.70,31.34
939,RAMCOCEM,Mar 15,15.71,15.71,27.31,1.50,217.46,15.71,5.33,7.22,4.68,10.74,11139.54,1.08,1.11,0.75,90.44,0.10,51.18,9.74,31.99
940,TORNTPOWER,Mar 14,2.01,2.01,13.32,0.50,181.51,2.01,0.69,1.10,0.62,1.53,8491.16,0.99,0.72,0.52,75.09,0.02,51.55,11.81,21.95
941,TORNTPOWER,Mar 13,8.15,8.15,17.29,2.00,172.08,8.15,3.22,4.73,2.81,6.32,9998.70,1.23,1.08,0.81,75.45,0.06,53.62,11.27,17.61
942,TORNTPOWER,Mar 12,26.19,26.19,34.33,6.50,167.59,26.19,12.92,15.62,10.46,21.52,12141.53,1.53,1.66,1.20,75.18,0.13,59.19,7.56,27.35
943,TORNTPOWER,Mar 22,7.02,7.02,14.96,1.70,109.16,6.99,8.66,6.40,3.18,9.14,45799.02,11.80,16.68,11.69,0.00,0.01,53.75,5.89,29.78
944,TORNTPOWER,Mar 21,-1.44,-1.44,5.20,0.60,57.60,-1.44,3.42,-2.49,-0.89,-2.02,26648.91,13.02,10.62,13.05,169.67,0.00,51.70,7.54,29.56
945,TORNTPOWER,Mar 20,4.45,4.45,10.85,1.00,89.39,4.35,9.73,4.86,2.86,6.18,17291.24,5.44,6.82,5.36,72.05,0.01,58.75,5.58,27.28
946,TORNTPOWER,Mar 19,3.84,3.84,5.24,1.30,76.19,3.84,11.25,5.03,4.97,7.51,12301.05,4.86,7.05,4.72,70.02,0.01,54.47,6.17,25.45
947,TORNTPOWER,Mar 18,3.51,3.51,4.77,1.15,62.18,3.51,6.74,5.64,5.04,7.21,11863.67,5.74,7.11,5.57,71.53,0.01,51.79,5.79,29.05
948,TORNTPOWER,Mar 17,3.22,3.22,4.35,1.00,51.66,3.22,6.45,6.22,4.88,6.93,9086.68,5.29,5.73,5.14,0.00,0.01,48.32,7.29,26.30
949,TORNTPOWER,Mar 16,23.43,23.43,34.04,9.00,451.56,23.43,5.10,5.18,3.76,5.50,5318.81,3.54,3.73,3.51,61.57,0.01,59.80,5.58,28.26
950,TRENT,Mar 15,30.10,30.10,42.09,10.00,408.67,30.10,6.73,7.36,5.09,7.29,4925.71,3.63,3.56,3.59,66.77,0.02,64.79,4.67,23.22
951,TRENT,Mar 14,16.32,16.32,24.03,7.00,377.49,16.32,3.27,4.32,2.85,4.12,3595.90,2.87,2.59,2.71,57.11,0.02,56.07,5.82,17.00
952,TRENT,Mar 13,20.34,19.72,23.74,7.00,281.61,18.74,3.32,6.65,2.99,4.06,3393.56,3.63,2.16,3.53,62.64,0.02,59.40,6.83,17.99
953,TRENT,Mar 22,13.81,13.81,22.01,10.50,220.57,13.81,12.79,6.25,6.14,9.28,38456.13,6.59,10.01,6.75,0.00,0.01,66.93,5.11,29.98
954,TRENT,Mar 21,4.27,4.27,13.04,0.50,160.39,4.27,5.33,2.66,1.93,3.15,32475.26,7.66,9.17,7.74,41.42,0.00,49.67,50.25,23.48
955,TRENT,Mar 20,16.16,16.16,26.94,2.50,246.01,16.16,16.83,6.56,7.70,12.14,24359.73,3.75,6.90,3.73,84.52,0.02,35.87,65.31,19.92
956,TRENT,Mar 19,21.29,21.29,31.11,2.50,244.80,21.29,27.73,8.69,10.46,17.68,36924.08,5.70,11.59,5.70,90.60,0.02,58.89,24.18,22.49
957,TRENT,Mar 18,14.90,14.90,24.72,2.00,212.44,14.90,22.40,7.01,8.34,14.65,25280.27,4.50,9.31,4.46,92.28,0.02,98.87,45.09,10.77
958,TRENT,Mar 17,8.67,8.67,19.53,1.15,179.05,8.67,15.78,4.84,5.12,9.83,20747.72,4.38,8.73,4.30,86.73,0.01,89.28,48.64,11.80
959,TRENT,Mar 16,11.14,11.14,20.35,1.15,192.19,11.14,12.39,5.79,7.13,13.97,22186.32,4.37,10.34,4.29,89.67,0.01,78.47,50.03,10.58
960,UBL,Mar 15,9.71,9.71,17.66,1.00,177.47,9.82,10.66,5.53,6.68,14.03,27194.48,5.80,14.33,5.65,89.81,0.01,72.65,32.38,10.94
961,UBL,Mar 14,8.43,8.43,16.01,0.90,160.19,8.53,9.73,5.32,5.79,13.82,22667.18,5.35,13.31,5.13,89.45,0.01,69.20,38.08,9.52
962,UBL,Mar 13,6.41,6.41,12.95,0.70,147.62,6.51,7.38,4.41,4.60,11.98,19562.18,5.01,12.82,4.72,89.25,0.01,65.93,39.27,7.29
963,UBL,Mar 21,-16.11,-16.11,-8.14,0.00,14.50,-16.11,-4.53,-111.08,-22.79,0.00,182054.95,4.37,-0.70,0.64,0.00,-1.74,45.05,31.55,11.49
964,UBL,Mar 20,-26.97,-26.97,-17.14,0.00,15.56,-25.45,-6.11,-163.55,-31.95,-812.45,102837.51,2.30,0.99,0.20,0.00,-8.18,98.16,53.07,12.42
965,UBL,Mar 19,-20.33,-20.33,0.41,0.00,42.19,-16.09,-5.27,-38.13,-6.03,-22.13,123594.31,3.35,0.25,0.43,0.00,-0.89,72.55,75.58,10.13
966,UBL,Mar 18,-12.07,-12.07,8.85,0.00,63.84,-10.23,-2.26,-16.02,-4.37,-14.56,89962.00,3.23,1.08,1.19,0.00,-0.14,117.33,27.57,13.58
967,UBL,Mar 17,-2.31,-2.31,19.05,0.00,97.85,-2.31,3.24,-2.35,-0.86,-3.50,82537.87,2.34,1.30,0.88,0.00,-0.03,120.33,31.57,18.06
968,UBL,Mar 16,7.35,7.33,24.63,0.60,99.44,7.35,4.00,7.39,3.36,10.68,76307.54,2.13,1.60,1.10,91.83,0.07,119.02,27.66,16.27
969,UBL,Mar 15,7.94,7.94,21.30,0.60,86.94,7.81,6.85,8.98,4.87,12.83,80726.33,2.58,3.02,2.11,91.92,0.04,105.81,29.95,14.63
970,IDEA,Mar 14,5.09,5.08,17.42,0.40,78.65,5.09,4.70,6.46,3.84,10.83,63258.64,2.42,2.93,1.75,92.13,0.04,123.03,28.90,15.10
971,IDEA,Mar 13,2.47,2.47,11.68,0.30,66.51,2.47,3.07,3.71,2.37,5.83,48681.82,2.21,2.68,1.70,87.84,0.02,120.91,41.31,14.03
972,IDEA,Mar 12,1.74,1.74,9.49,0.00,58.25,1.74,2.54,2.99,1.86,4.45,42711.91,2.22,2.53,1.70,100.00,0.02,108.71,37.06,14.44
973,IDEA,Mar 21,17.24,17.24,18.14,5.00,192.80,17.24,14.78,8.94,7.14,11.44,32925.31,5.16,6.65,5.20,76.79,0.02,104.39,37.94,13.20
974,IDEA,Mar 20,17.22,17.22,18.85,4.00,217.83,17.99,20.23,8.25,7.79,14.10,15727.37,2.18,3.76,2.20,77.75,0.04,20.51,10.91,40.04
975,IDEA,Mar 19,14.04,14.04,14.64,4.00,202.33,14.04,16.45,6.93,6.81,12.40,20732.06,3.10,5.57,3.12,71.50,0.02,19.53,6.55,35.11
976,IDEA,Mar 18,15.15,15.15,15.73,4.00,175.60,15.15,13.96,8.62,7.74,14.26,20357.31,3.50,5.84,3.53,76.89,0.02,15.81,24.96,13.43
977,IDEA,Mar 17,14.69,14.69,15.25,3.50,163.55,14.70,15.87,8.98,8.68,16.28,13489.38,2.49,4.57,2.52,82.30,0.04,27.29,14.39,22.46
978,IDEA,Mar 16,10.06,10.06,10.64,2.60,156.84,10.06,15.07,6.41,7.44,16.01,9147.35,1.76,4.41,1.77,74.15,0.04,36.83,8.05,29.07
979,IDEA,Mar 15,9.95,9.95,10.63,2.25,156.28,9.95,16.86,6.36,7.75,17.89,9144.11,1.77,5.02,1.79,77.38,0.04,45.51,6.32,33.71
980,VOLTAS,Mar 14,5.48,5.48,6.06,1.85,155.75,5.49,10.65,3.52,4.41,11.35,5308.26,1.03,3.33,1.03,66.27,0.03,54.23,7.97,32.37
981,VOLTAS,Mar 13,5.44,5.44,6.12,1.60,168.27,5.44,11.34,3.23,4.44,12.14,2448.86,0.44,1.68,0.45,70.60,0.07,59.35,8.64,28.04
982,VOLTAS,Mar 12,4.59,4.59,5.46,1.60,156.31,4.59,10.42,2.93,4.02,11.13,3678.40,0.71,2.72,0.72,65.14,0.04,64.03,9.44,23.39
983,VOLTAS,Mar 21,11.67,11.67,13.18,2.50,69.36,11.66,20.01,16.81,9.93,12.81,18912.32,2.84,2.23,2.93,97.43,0.06,62.21,9.90,22.37
984,VOLTAS,Mar 20,7.83,7.83,9.68,0.30,75.97,7.83,20.23,10.30,7.02,9.85,11754.30,1.61,1.56,1.63,55.28,0.06,79.95,42.09,12.26
985,VOLTAS,Mar 19,17.23,17.23,18.89,3.50,71.44,17.24,34.32,24.13,15.22,23.20,42526.00,6.20,5.98,6.22,83.17,0.04,94.36,17.39,12.55
986,VOLTAS,Mar 18,19.91,19.91,21.37,2.90,60.37,19.92,39.56,32.98,21.13,32.85,55292.10,9.54,9.51,9.55,87.44,0.03,98.13,32.00,9.67
987,VOLTAS,Mar 17,10.08,10.08,10.98,2.50,52.34,10.09,27.17,19.27,12.67,22.27,52591.40,10.47,11.81,10.21,77.68,0.02,89.70,28.53,12.28
988,VOLTAS,Mar 16,7.43,7.43,9.66,2.25,43.82,8.95,16.91,20.42,13.92,28.43,38727.20,9.21,12.27,8.82,74.85,0.02,96.67,19.70,12.65
989,VOLTAS,Mar 15,7.15,7.15,9.27,2.25,35.69,8.66,17.97,24.27,14.85,32.38,34522.40,10.08,12.77,9.57,74.02,0.03,116.06,19.77,8.91
990,ZEEL,Mar 14,7.94,7.94,8.40,2.00,32.04,8.04,19.32,25.10,16.37,39.58,27932.40,9.08,13.37,8.48,75.12,0.03,121.68,20.14,8.78
991,ZEEL,Mar 13,6.71,6.69,7.01,2.00,26.90,6.72,28.24,24.96,15.98,19.10,19867.65,7.74,6.00,7.84,70.04,0.03,125.34,17.98,5.73
992,ZEEL,Mar 12,5.05,5.05,5.33,1.50,22.98,5.11,16.25,22.21,13.90,16.35,12061.05,5.47,4.05,5.51,70.63,0.04,137.50,8.43,5.21
993,ZEEL,Mar 21,17.71,17.71,45.53,6.00,247.70,17.71,15.93,7.14,6.14,15.60,37925.77,11.60,25.68,11.76,0.00,0.01,137.00,8.91,7.98
994,ZEEL,Mar 20,20.87,20.87,46.95,6.00,294.45,20.87,22.36,7.08,8.10,23.28,18763.52,4.83,16.40,4.99,47.29,0.01,59.07,9.81,28.91
995,ZEEL,Mar 19,24.46,24.46,36.00,5.00,267.54,24.46,36.57,9.14,16.86,24.38,18552.75,5.25,14.39,5.39,89.77,0.02,68.19,6.48,24.87
996,ZEEL,Mar 18,31.29,31.29,54.90,2.50,451.69,31.28,28.49,6.92,13.16,19.77,15223.76,5.11,14.71,5.15,92.00,0.01,63.09,14.64,42.35
997,ZEEL,Mar 17,10.21,10.20,33.12,2.50,386.07,10.20,11.92,2.64,5.04,7.89,7262.53,2.85,8.56,2.87,75.52,0.01,64.05,18.35,51.99
998,ZEEL,Mar 16,17.44,17.38,36.30,2.50,366.32,17.41,13.44,4.75,9.12,14.91,8347.30,3.46,10.91,3.48,85.64,0.01,65.74,29.52,35.44
999,ZEEL,Mar 15,18.82,18.72,33.77,2.50,316.38,18.80,16.65,5.94,11.26,18.36,9665.77,4.66,14.45,4.67,88.95,0.01,68.17,27.69,33.24
1000,JUBLFOOD,Mar 14,19.25,19.12,30.94,0.00,263.37,19.22,20.64,7.29,14.42,22.32,6957.27,4.04,12.39,4.05,100.00,0.02,61.20,27.14,37.12
1001,JUBLFOOD,Mar 13,20.73,20.55,29.07,0.00,215.61,20.70,29.14,9.59,20.63,30.97,8082.55,5.74,18.61,5.77,100.00,0.02,65.20,22.97,39.53
1002,JUBLFOOD,Mar 12,16.31,16.12,22.01,0.00,156.33,16.23,33.41,10.38,22.47,35.26,7590.01,7.46,25.38,7.47,100.00,0.01,64.01,20.25,38.23
